Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),PC1,PC2
Alvaro Fidalgo,MEX,MF,1.0,117.0,0,2,3,33,2,1,0,0.35,2.85,0,77,72,94,3,0,0,3,0,2,100,0,6,35,4,0,2,0,0,0,0,,,,90,9,40,41,39,51,0,16,15,172,4.72,232,87,15056.33,1.4221504264696783,2.0456092145354168
Alvaro Montero,COL,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Amad Diallo,CIV,FW,2.0,211.0,0,4,8,25,6,2,0,1.44,1.39,4,73,69,95,7,29,7,4,100,1,100,0,8,54,12,0,2,0,0,0,1,,,,95,34,40,21,31,64,3,48,62,193,6.15,270,104,21888.37,4.699600555196027,0.427333620602356
Amadou Onana,BEL,MF,0.0,127.0,0,0,2,0,0,2,0,0.07,0.0,0,64,57,89,0,0,1,1,100,0,0,0,25,26,9,1,3,0,0,0,0,,,,44,2,16,26,35,9,0,6,29,143,4.31,146,44,13465.81,-0.6602979307471838,-0.3455034549225291
Amar Dedic,BIH,DF,0.0,310.0,0,1,2,0,0,2,0,0.06,0.0,0,99,80,81,0,0,8,1,0,3,100,0,14,95,11,6,3,1,0,0,0,,,,56,23,19,14,11,45,1,3,40,204,4.44,356,141,30604.3,-0.42242107621524033,-0.3878565028638263
Amar Memic,BIH,MF,0.0,254.0,0,1,3,0,2,1,0,0.19,0.0,0,52,39,75,5,0,1,4,0,0,0,0,13,54,10,3,3,0,0,0,0,,,,67,38,19,10,22,45,0,20,40,135,6.46,306,152,27462.49,-0.07437479431184467,-0.49594662887509067
Amer Jamous,JOR,MF,0.0,19.0,0,0,0,0,0,0,0,0.0,0.0,0,4,4,100,0,0,0,0,0,0,0,0,2,26,2,1,0,0,0,0,0,,,,4,1,3,0,4,0,0,2,2,8,2.19,48,10,2136.97,-1.3243189297858935,-0.023297763363791982
Amine Gouiri,ALG,FW,1.0,270.0,0,2,3,33,2,1,0,0.62,1.61,0,58,51,88,1,0,1,0,0,0,0,0,7,126,12,1,1,0,0,0,0,,,,188,69,107,12,139,49,3,40,40,137,6.17,355,131,27787.87,1.5318291301309255,1.5480212286076298
Amir Alammari,IRQ,MF,0.0,279.0,1,0,0,0,0,0,0,0.0,0.0,3,125,99,79,7,43,1,7,57,0,0,0,19,64,19,3,0,2,0,0,0,,,,80,5,35,40,49,31,1,6,40,261,6.6,383,104,30575.01,-0.7288708072432812,-0.2843883721347531
Amir Hadziahmetovic,BIH,MF,0.0,12.0,0,0,0,0,0,0,0,0.0,0.0,1,3,3,100,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,1,0,1,0,1,0,0,0,0,9,1.61,21,5,1349.67,-1.261933476999467,-0.047477874804663825
Amir Murillo,PAN,DF,0.0,303.0,0,1,5,0,4,1,0,0.37,0.0,0,112,88,79,8,50,5,12,58,1,100,0,11,68,15,1,7,0,0,0,1,,,,101,35,46,20,15,86,5,26,67,260,6.27,332,156,31781.32,0.6173560605855868,-0.7686100336712202
Amirhossein Hosseinzadeh,IRN,FW,0.0,26.0,0,0,1,0,1,0,0,0.09,0.0,0,14,10,71,0,0,0,3,67,1,100,0,3,13,3,0,0,0,0,0,0,,,,15,4,9,2,8,7,0,3,8,33,4.82,47,17,3200.06,-0.9784535023371775,-0.15962946576185666
Amirmohammad Razaghinia,IRN,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Anas Badawi,JOR,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Anass Salah Eddine,MAR,DF,0.0,240.0,0,0,1,0,0,1,0,0.01,0.0,0,166,152,92,3,0,0,1,100,0,0,0,3,35,10,3,2,0,0,0,0,,,,43,11,8,24,11,32,3,10,55,338,3.78,201,77,22567.1,-1.0117652193910067,-0.1786165541339997
Andreas Schjelderup,NOR,MF,1.0,297.0,3,2,3,33,3,0,0,0.2,5.12,0,104,89,86,7,14,4,9,56,2,50,0,18,68,14,2,3,0,0,0,0,,,,107,25,69,13,23,84,4,70,58,250,6.44,384,137,31621.18,2.6852317381158417,2.348709459398003
Andrej Kramaric,CRO,FW,0.0,81.0,0,0,1,0,0,1,0,0.01,0.0,0,20,17,85,2,0,0,2,50,0,0,0,0,24,1,0,0,0,0,0,1,,,,47,18,22,7,32,15,0,10,9,47,5.44,163,50,10055.36,-1.0117652193910067,-0.1786165541339997
Andres Andrade,PAN,DF,0.0,303.0,0,0,0,0,0,0,0,0.0,0.0,0,178,147,83,8,0,0,7,29,5,80,0,10,38,19,4,0,1,0,0,0,,,,91,3,24,64,21,70,1,2,71,380,6.0,322,117,30384.6,-1.3243189297858935,-0.023297763363791982
Andres Cubas,PAR,MF,0.0,554.0,0,0,1,0,0,1,0,0.02,0.0,0,117,97,83,0,0,0,1,0,1,100,0,43,231,57,14,3,1,0,0,0,,,,57,0,20,37,48,9,0,7,56,285,6.6,756,205,60748.96,-1.0039825037412196,-0.18093017613766404
Andres Gomez,COL,FW,0.0,7.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,1,1,0,0,0,1,0,0,0,0,1.56,16,6,1042.07,-1.3243189297858935,-0.023297763363791982
Andy Robertson,SCO,DF,0.0,255.0,0,0,0,0,0,0,0,0.0,0.0,0,153,124,81,11,36,1,7,14,3,33,0,13,47,5,3,1,1,0,0,0,,,,59,17,27,15,8,51,2,24,42,316,5.92,246,107,25387.97,-1.3243189297858935,-0.023297763363791982
Ange Yoan Bonny,CIV,FW,0.0,258.0,0,1,1,0,0,1,0,0.05,0.0,0,30,26,87,3,33,1,0,0,0,0,0,7,123,7,1,3,0,0,0,1,,,,71,51,20,0,63,8,7,36,49,92,6.23,314,113,26951.82,-0.7349747866101267,-0.2325377120936186
Angelo Preciado,ECU,DF,0.0,137.0,0,0,0,0,0,0,0,0.0,0.0,0,47,32,68,8,13,1,5,20,1,100,0,4,29,3,0,1,0,0,0,0,,,,29,11,10,8,4,25,3,16,22,106,6.31,144,61,14040.86,-1.3243189297858935,-0.023297763363791982
Angelo Stiller,GER,MF,0.0,52.0,0,0,0,0,0,0,0,0.0,0.0,0,34,31,91,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0,0,0,,,,28,0,13,15,25,3,0,3,10,72,1.71,85,18,5947.34,-1.3243189297858935,-0.023297763363791982
Angus Gunn,SCO,GK,0.0,306.0,0,0,0,0,0,0,0,0.0,0.0,0,119,90,76,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,9.0,75.0,64.0,21,0,0,21,15,6,0,0,3,224,3.43,29,6,17506.02,-1.3243189297858935,-0.023297763363791982
Anibal Godoy,PAN,MF,0.0,11.0,0,0,0,0,0,0,0,0.0,0.0,0,8,8,100,1,0,0,1,100,1,0,0,0,2,1,0,1,0,0,0,0,,,,4,1,2,1,1,3,0,1,3,18,2.1,18,4,1239.04,-1.3243189297858935,-0.023297763363791982
Anis Hadj Moussa,ALG,FW,0.0,114.0,0,1,2,0,2,0,0,0.15,0.0,5,36,25,69,4,50,8,5,60,1,100,0,3,34,1,0,2,0,0,0,0,,,,50,24,22,4,15,35,2,20,27,95,4.9,151,60,12312.89,-0.09834938772395996,-0.4545875292982492
Anis Slimane,TUN,MF,0.0,257.0,0,1,1,0,1,0,1,0.11,0.0,2,75,59,79,4,50,0,2,50,2,100,0,5,92,5,0,0,0,0,0,2,,,,180,57,85,38,149,31,0,30,42,162,7.16,408,123,30657.94,-0.3472882024360932,-0.3435845341742251
Ante Budimir,CRO,FW,1.0,168.0,0,1,3,33,3,0,1,0.46,2.18,0,10,6,60,0,0,0,2,0,0,0,0,13,76,13,6,4,0,0,0,0,,,,76,65,10,1,68,8,1,14,16,37,4.99,180,94,18722.29,1.4240422142254698,1.780915910323412
Anthony Elanga,SWE,FW,2.0,247.0,0,3,3,67,2,1,0,0.53,3.77,1,76,60,79,12,0,3,9,33,0,0,0,10,31,1,0,7,0,0,0,1,,,,110,47,56,7,40,70,7,39,59,192,5.94,211,118,24265.7,2.8523948303763946,3.9219883810233798
Anthony Gordon,ENG,FW,1.0,442.0,3,4,6,17,6,0,2,0.7,1.43,0,113,96,85,10,20,10,18,72,0,0,0,24,115,12,3,9,0,0,0,0,,,,173,65,77,31,72,101,9,74,91,257,4.96,384,189,36323.52,4.3906180615262995,-0.3242548774693012
Anthony Ralston,SCO,DF,0.0,23.0,0,1,1,0,1,0,0,0.02,0.0,0,5,5,100,1,100,1,1,100,1,100,0,2,9,2,2,0,0,0,0,0,,,,5,1,3,1,0,5,0,3,3,16,4.9,35,13,2807.5,-0.7872729417039582,-0.18810078168116792
Anthony Valencia,ECU,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Antoine Mendy,SEN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Antoine Semenyo,GHA,MF,0.0,414.0,0,0,6,0,3,3,1,0.26,0.0,0,68,52,76,5,0,5,5,60,0,0,0,26,123,20,6,4,0,0,0,4,,,,92,45,33,14,54,38,3,44,50,176,5.78,285,167,39933.84,0.8649770139926896,-0.9752956864322864
Antonee Robinson,USA,DF,0.0,399.0,0,0,0,0,0,0,0,0.0,0.0,3,221,181,82,18,22,10,13,46,2,50,0,14,66,18,4,1,1,0,0,0,,,,163,52,58,53,17,146,10,49,74,481,5.27,556,206,43815.48,-1.1371625714266136,-0.09583809768640751
Antonio Nusa,NOR,FW,1.0,357.0,0,2,6,17,4,2,0,0.37,2.7,0,83,62,75,7,14,10,6,33,1,100,0,7,112,16,1,5,1,0,0,2,,,,149,27,110,12,39,110,1,62,67,234,6.08,411,176,35679.45,2.0880402153306106,0.9503358394843993
Antonio Ruediger,GER,DF,0.0,300.0,0,0,1,0,0,1,0,0.04,0.0,0,246,230,93,1,0,0,4,25,0,0,0,5,14,4,1,0,0,0,0,0,,,,11,0,1,10,5,6,0,2,19,514,5.87,258,72,28802.14,-0.9884170724416449,-0.18555742014499269
Antonio Sanabria,PAR,FW,0.0,95.0,0,0,0,0,0,0,0,0.0,0.0,0,10,7,70,0,0,0,0,0,0,0,0,4,38,2,1,2,0,0,0,0,,,,5,3,2,0,4,1,2,12,9,26,2.48,113,45,9967.8,-1.3243189297858935,-0.023297763363791982
Ao Tanaka,JPN,MF,0.0,225.0,0,0,2,0,0,2,0,0.16,0.0,0,160,145,91,0,0,3,1,0,0,0,0,12,89,34,6,2,0,0,0,0,,,,119,2,33,84,103,16,0,7,38,331,4.57,285,67,23492.09,-0.5902534898990979,-0.366326052955508
Arda Guler,TUR,FW,1.0,313.0,0,4,12,8,3,9,0,0.75,1.34,11,198,170,86,14,29,6,9,67,5,80,0,12,62,7,3,10,0,0,0,2,,,,268,40,122,106,157,111,6,46,89,455,6.43,425,120,33635.28,5.199653000429023,-1.2935198630246658
Ardon Jashari,SUI,MF,0.0,87.0,0,0,2,0,0,2,0,0.03,0.0,0,30,25,83,1,0,0,3,67,1,0,0,3,33,4,2,1,0,0,0,0,,,,31,9,16,6,26,5,0,11,17,72,3.45,158,53,10276.82,-0.6914287933463331,-0.33624896690787176
Arjany Martha,CUW,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Armando Gonzalez,MEX,FW,0.0,21.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,,,,7,4,3,0,5,2,0,4,4,5,1.18,25,14,2086.01,-1.3243189297858935,-0.023297763363791982
Armando Obispo,CUW,DF,0.0,300.0,0,0,0,0,0,0,0,0.0,0.0,0,97,87,90,0,0,1,1,100,1,100,0,4,24,9,1,0,0,0,0,1,,,,16,0,4,12,8,8,0,1,21,214,5.34,189,65,26713.78,-1.3243189297858935,-0.023297763363791982
Armin Gigovic,BIH,MF,0.0,95.0,0,0,0,0,0,0,0,0.0,0.0,0,24,17,71,0,0,0,0,0,1,0,0,4,33,4,0,1,0,0,0,0,,,,24,3,11,10,14,10,0,4,18,53,3.43,142,62,10900.97,-1.3243189297858935,-0.023297763363791982
Arthur Masuaku,COD,DF,0.0,340.0,1,0,0,0,0,0,0,0.0,0.0,6,169,141,83,14,21,2,6,67,5,80,0,9,102,10,0,4,0,0,0,0,,,,60,6,31,23,11,49,0,12,38,363,5.79,343,114,32800.85,-0.5417144488840013,-0.3569287064573686
Arthur Theate,BEL,DF,0.0,268.0,0,1,5,0,3,2,2,0.25,0.0,0,164,153,93,0,0,0,0,0,0,0,0,3,10,6,1,0,0,0,0,0,,,,22,0,0,22,8,14,0,3,40,353,3.15,249,82,27207.18,1.0432522666264594,-0.9509444971853747
Arya Yousefi,IRN,DF,0.0,51.0,0,1,1,0,1,0,0,0.06,0.0,0,18,16,89,0,0,1,0,0,0,0,0,1,12,2,0,1,0,0,0,0,,,,19,6,12,1,8,11,1,7,21,42,2.27,84,31,5813.32,-0.7561420791048089,-0.19735526969582523
Assan Ouedraogo,GER,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Assane Diao,SEN,FW,0.0,16.0,0,0,0,0,0,0,0,0.0,0.0,0,12,12,100,0,0,2,3,33,0,0,0,1,3,0,0,0,0,0,0,0,,,,19,5,10,4,5,14,0,12,8,29,1.72,23,12,1835.5,-1.3243189297858935,-0.023297763363791982
Assim Madibo,QAT,MF,0.0,140.0,0,0,0,0,0,0,0,0.0,0.0,0,33,27,82,0,0,1,1,0,0,0,0,2,51,7,2,1,0,1,0,0,,,,18,0,7,11,12,6,0,3,21,75,6.04,208,30,14695.95,-1.3243189297858935,-0.023297763363791982
Aubrey Modiba,RSA,DF,0.0,381.0,0,1,5,0,1,4,0,0.12,0.0,2,139,115,83,8,50,1,9,33,1,100,0,12,67,14,4,6,1,0,0,2,,,,96,27,48,21,19,77,2,26,54,308,5.96,442,154,37864.78,0.634409099347165,-0.8716178996657284
Augustine Boakye,GHA,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Aurele Amenda,SUI,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Aurelien Tchouameni,FRA,MF,0.0,407.0,1,0,3,0,1,2,0,0.11,0.0,0,254,239,94,2,0,0,1,100,2,100,0,23,68,20,4,3,1,0,0,0,,,,178,2,35,141,137,41,1,8,64,537,3.79,637,155,45082.82,0.054945682635927556,-0.6588173217506178
Auston Trusty,USA,DF,1.0,123.0,0,2,3,33,3,0,1,0.27,3.7,0,50,38,76,2,0,0,2,0,1,100,0,5,31,6,2,0,0,0,0,0,,,,18,3,5,10,3,15,2,5,11,108,2.43,145,44,12844.54,1.6449681069823512,2.313581196818921
Avazbek Ulmasaliyev,UZB,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Awer Mabil,AUS,FW,0.0,31.0,0,0,1,0,0,1,0,0.03,0.0,0,8,5,63,1,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,0,,,,17,7,9,1,10,7,0,3,4,20,1.75,55,20,3742.93,-0.9961997880914322,-0.18324379814132838
Axel Tuanzebe,COD,DF,0.0,409.0,0,0,0,0,0,0,0,0.0,0.0,0,155,140,90,0,0,0,0,0,2,100,0,6,20,10,3,3,0,0,0,0,,,,48,2,5,41,30,18,0,0,49,314,5.59,311,128,38203.61,-1.3243189297858935,-0.023297763363791982
Axel Witsel,BEL,MF,0.0,42.0,0,0,0,0,0,0,0,0.0,0.0,0,9,8,89,0,0,0,0,0,0,0,0,1,21,3,2,1,1,0,0,0,,,,5,1,1,3,4,1,0,0,2,21,2.62,84,21,5128.36,-1.3243189297858935,-0.023297763363791982
Ayase Ueda,JPN,FW,2.0,349.0,1,4,9,22,5,4,2,0.63,3.15,0,35,26,74,1,0,4,4,50,0,0,0,11,173,9,6,4,0,0,0,1,,,,165,82,80,3,141,24,2,45,59,117,6.28,385,141,36607.93,5.158227920696938,0.6547714188689051
Aymen Dahmen,TUN,GK,0.0,198.0,0,0,0,0,0,0,0,0.0,0.0,0,48,24,50,0,0,0,1,100,1,0,0,0,0,0,0,1,0,0,0,0,6.0,51.0,44.0,16,0,0,16,9,7,0,0,1,86,1.57,9,0,7797.05,-1.3243189297858935,-0.023297763363791982
Aymen Hussein,IRQ,FW,1.0,128.0,0,1,3,33,3,0,3,0.18,5.42,0,16,12,75,0,0,0,3,67,0,0,1,5,60,3,2,1,0,0,0,0,,,,78,47,28,3,59,19,1,20,18,43,3.97,126,54,12557.87,1.958943159451852,2.810022416112468
Aymeric Laporte,ESP,DF,0.0,713.0,1,1,4,0,2,2,2,0.15,0.0,0,568,533,94,0,0,0,10,60,7,100,0,21,31,3,4,2,1,0,0,0,,,,93,6,3,84,42,51,0,4,64,1181,5.84,610,183,69378.47,1.0978958877112888,-1.0008494472319913
Ayoub Aloui,QAT,DF,0.0,170.0,0,0,0,0,0,0,0,0.0,0.0,0,28,11,39,1,0,0,4,0,0,0,0,2,38,5,1,0,0,0,0,0,,,,23,4,12,7,2,21,1,2,11,57,3.76,170,55,15912.29,-1.3243189297858935,-0.023297763363791982
Ayoub El Kaabi,MAR,FW,0.0,74.0,0,2,3,0,3,0,0,0.31,0.0,0,10,7,70,0,0,1,0,0,0,0,0,2,25,7,1,1,0,0,0,3,,,,59,45,12,2,39,20,2,10,14,31,1.16,108,59,8709.76,0.23572735552286456,-0.5308806984625665
Ayoube Amaimouni,MAR,FW,0.0,33.0,0,1,2,0,2,0,0,0.29,0.0,0,9,8,89,1,0,2,0,0,1,0,0,4,10,3,1,0,0,0,0,0,,,,12,8,3,1,6,6,1,11,12,30,2.77,73,35,4598.41,-0.30131863255907054,-0.36607768014519054
Ayumu Seko,JPN,DF,0.0,97.0,0,0,0,0,0,0,0,0.0,0.0,0,50,42,84,0,0,0,2,0,0,0,0,1,3,2,1,0,0,0,0,0,,,,7,1,0,6,4,3,0,2,9,107,3.05,105,26,9712.91,-1.3243189297858935,-0.023297763363791982
Ayyoub Bouaddi,MAR,MF,0.0,425.0,0,0,3,0,0,3,0,0.14,0.0,0,264,237,90,0,0,6,1,100,1,100,0,23,113,36,3,6,0,0,0,0,,,,174,19,51,104,117,57,0,19,111,578,5.57,586,166,47487.66,-0.30104792645357326,-0.5147039777147228
Azarias Londono,PAN,FW,0.0,76.0,0,0,1,0,0,1,0,0.01,0.0,0,21,20,95,1,0,2,2,50,0,0,0,1,24,3,1,0,0,0,0,0,,,,30,14,16,0,13,17,0,14,10,56,6.8,100,41,8536.29,-1.0117652193910067,-0.1786165541339997
Aziz Behich,AUS,DF,0.0,245.0,0,1,1,0,1,0,0,0.02,0.0,0,82,60,73,6,17,1,1,0,1,100,0,9,55,7,1,4,0,0,0,0,,,,69,24,30,15,8,61,4,17,45,178,5.04,341,105,26853.33,-0.7872729417039582,-0.18810078168116792
Azizbek Amonov,UZB,FW,0.0,23.0,0,0,1,0,0,1,0,0.01,0.0,0,6,5,83,1,0,2,0,0,1,100,0,1,4,0,0,0,0,0,0,0,,,,24,15,7,2,17,7,1,4,9,17,2.27,36,16,2708.07,-1.0117652193910067,-0.1786165541339997
Azizjon Ganiev,UZB,MF,0.0,140.0,0,0,1,0,0,1,0,0.01,0.0,1,59,48,81,6,0,1,3,0,1,100,0,6,79,11,2,1,0,0,0,0,,,,35,7,23,5,13,22,2,19,28,138,4.49,216,96,15858.11,-0.9493797666045801,-0.20279666557487155
Azzedine Ounahi,MAR,MF,2.0,477.0,0,3,5,40,1,4,0,0.33,6.13,2,315,281,89,6,33,8,17,65,3,100,0,26,199,17,3,7,1,0,0,0,,,,316,51,144,121,177,139,2,81,126,683,6.59,654,266,53453.19,3.2615373700098496,3.3251028072984443
Baba Rahman,GHA,DF,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1.83,2,1,168.97,-1.3243189297858935,-0.023297763363791982
Bae Junho,KOR,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Bamba Dieng,SEN,FW,0.0,16.0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,100,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,,,,5,3,2,0,5,0,0,1,1,5,1.68,28,15,1882.12,-1.3243189297858935,-0.023297763363791982
Bara Sapoko Ndiaye,SEN,MF,0.0,36.0,0,1,1,0,0,1,0,0.04,0.0,0,10,9,90,1,100,0,0,0,0,0,0,2,11,3,0,2,0,0,0,0,,,,21,3,10,8,15,6,0,3,6,27,1.62,56,15,3984.92,-0.7427575022599141,-0.23022409008995423
Baris Alper Yilmaz,TUR,FW,1.0,200.0,1,0,1,100,0,1,0,0.06,16.87,0,38,29,76,15,0,7,12,67,2,0,0,24,37,5,4,1,0,0,0,2,,,,103,65,34,4,47,56,8,43,49,119,6.43,228,106,21165.94,2.5096781366944825,9.902742516120398
Bart Verbruggen,NED,GK,0.0,432.0,0,0,0,0,0,0,0,0.0,0.0,0,123,89,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,57.0,54.0,28,0,0,28,22,6,0,0,0,237,2.99,35,6,21588.04,-1.3243189297858935,-0.023297763363791982
Bazoumana Toure,CIV,FW,0.0,94.0,0,0,0,0,0,0,0,0.0,0.0,1,23,16,70,4,0,2,1,0,1,100,0,2,38,2,0,1,0,0,0,0,,,,32,16,16,0,8,24,3,13,22,69,4.99,131,53,10594.52,-1.261933476999467,-0.047477874804663825
Behruzjon Karimov,UZB,DF,0.0,203.0,0,0,2,0,0,2,0,0.03,0.0,0,55,43,78,2,50,5,3,33,2,0,0,5,55,7,8,4,0,0,0,0,,,,60,8,42,10,7,53,1,12,30,125,4.08,233,107,20671.11,-0.6914287933463331,-0.33624896690787176
Ben Gannon Doak,SCO,FW,0.0,204.0,0,0,4,0,2,2,0,0.14,0.0,0,52,47,90,7,29,3,1,100,0,0,0,13,71,6,3,1,0,0,0,0,,,,74,39,24,11,21,53,5,30,44,142,6.19,200,96,20888.71,-0.05417694799741291,-0.5927170176783508
Ben Old,NZL,MF,0.0,112.0,0,0,0,0,0,0,0,0.0,0.0,0,33,25,76,1,0,1,2,0,0,0,0,2,28,4,0,1,0,0,0,0,,,,35,17,13,5,17,18,1,12,24,75,6.37,160,74,12151.2,-1.3243189297858935,-0.023297763363791982
Ben Waine,NZL,FW,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Benjamin Asare,GHA,GK,0.0,259.0,0,0,0,0,0,0,0,0.0,0.0,0,59,41,69,0,0,0,4,25,0,0,0,0,0,0,0,1,0,0,0,0,8.0,55.0,47.0,10,1,0,9,7,3,0,0,0,87,1.85,8,2,10835.06,-1.3243189297858935,-0.023297763363791982
Benjamin Nygren,SWE,MF,0.0,149.0,0,0,1,0,0,1,0,0.03,0.0,3,50,46,92,6,33,2,4,50,0,0,0,4,71,13,3,0,0,0,0,0,,,,81,16,55,10,51,30,1,17,33,119,7.73,282,104,18972.62,-0.8090434297321523,-0.25578413246394394
Benjamin Tahirovic,BIH,MF,0.0,266.0,0,0,1,0,0,1,0,0.01,0.0,1,107,91,85,2,0,0,2,0,1,100,0,11,84,10,3,2,0,0,0,0,,,,99,5,42,52,69,30,2,8,47,238,6.92,429,116,30616.63,-0.9493797666045801,-0.20279666557487155
Bernardo Silva,POR,MF,0.0,133.0,0,0,1,0,1,0,1,0.22,0.0,1,59,55,93,0,0,1,0,0,0,0,0,5,37,6,3,0,2,0,0,0,,,,58,26,12,20,33,25,1,11,17,124,5.94,253,79,16062.63,-0.56972335325659,-0.3001875948286993
Besfort Zeneli,SWE,MF,0.0,69.0,0,1,1,0,0,1,0,0.01,0.0,0,38,34,89,2,0,0,2,50,0,0,0,3,35,7,1,0,0,0,0,0,,,,53,12,24,17,36,17,1,10,18,86,3.75,137,51,8630.22,-0.766105649209276,-0.22328322407896126
Bilal El Khannouss,MAR,MF,0.0,501.0,0,4,6,0,2,4,1,0.28,0.0,2,238,186,78,14,14,6,23,65,2,100,0,15,127,19,5,5,1,0,0,0,,,,157,49,88,20,61,96,8,80,119,543,6.11,554,226,50933.34,2.01690163973651,-1.2444458975026627
Borja Iglesias,ESP,FW,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,1,0,1,1.12,6,2,251.6,-1.3243189297858935,-0.023297763363791982
