Player,Country,Position,Goals,Assists_x,Minutes Played,Assists_y,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m)
Odeh Fakhoury,JOR,FW,0.0,0.0,163.0,0,1,2,0,0,2,0,0.08,0x,2,21,17,81,1,0,1,0,0,1,100,0,7,99,5,2,4,0,0,0,1,,,,84,48,33,3,49,35,3,9,19,53,7.01,275,98,18713.27
Odiljon Xamrobekov,UZB,MF,0.0,0.0,90.0,0,0,1,0,1,0,0,0.16,0x,0,43,38,88,0,0,0,1,0,0,0,0,7,39,6,1,1,1,0,0,0,,,,29,2,14,13,25,4,0,10,22,93,4.55,161,39,10324.03
Odilon Kossounou,CIV,DF,0.0,0.0,316.0,0,0,0,0,0,0,0,0.0,0x,0,149,141,95,0,0,0,1,100,0,0,0,2,15,6,0,1,0,0,0,0,,,,8,1,0,7,3,5,0,0,22,323,5.86,287,79,29901.79
Oguz Aydin,TUR,FW,0.0,0.0,97.0,0,0,0,0,0,0,0,0.0,0x,0,46,39,85,3,0,0,3,67,0,0,0,3,24,9,0,2,0,0,0,0,,,,15,10,4,1,6,9,2,15,27,94,2.13,103,55,10321.84
Oh Hyeongyu,KOR,FW,1.0,0.0,145.0,0,2,4,25,4,0,2,0.6,1.67x,0,22,15,68,1,0,1,2,50,0,0,0,4,51,5,0,1,0,0,0,0,,,,65,35,27,3,52,13,3,22,26,62,6.26,158,64,15016.21
Oliver Baumann,GER,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Ollie Watkins,ENG,FW,0.0,0.0,12.0,0,0,0,0,0,0,0,0.0,0x,0,1,1,100,1,0,1,1,100,0,0,0,0,4,1,0,0,0,0,0,0,,,,5,4,1,0,4,1,1,1,2,4,1.27,26,9,1546.81
Olwethu Makhanya,RSA,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Omar Alderete,PAR,DF,0.0,0.0,363.0,0,0,1,0,0,1,0,0.01,0x,0,97,70,72,0,0,1,3,33,2,50,0,6,9,3,2,3,0,0,0,0,,,,18,2,2,14,6,12,0,1,17,216,4.35,271,94,33031.77
Omar Marmoush,EGY,FW,0.0,0.0,369.0,0,1,11,0,8,3,0,0.91,0x,3,77,65,84,5,0,6,12,75,3,100,0,27,109,11,3,8,0,0,0,0,,,,166,73,79,14,93,73,5,58,84,218,5.73,321,165,35476.36
Omar Rekik,TUN,DF,1.0,0.0,200.0,0,1,1,100,1,0,1,0.11,8.73x,0,93,77,83,2,0,0,4,25,1,100,0,5,17,5,0,1,0,0,0,1,,,,25,0,9,16,2,23,0,7,22,205,4.08,199,66,20477.26
Orbelin Pineda,MEX,MF,0.0,0.0,45.0,0,0,1,0,1,0,0,0.09,0x,0,5,5,100,0,0,1,1,0,0,0,0,3,33,1,0,2,0,0,0,0,,,,19,7,9,3,14,5,0,6,11,20,3.0,87,32,5754.74
Orjan Nyland,NOR,GK,0.0,0.0,554.0,0,0,0,0,0,0,0,0.0,0x,0,204,138,68,0,0,0,6,0,2,50,0,0,0,0,0,0,0,0,0,0,17.0,107.0,93.0,39,0,0,39,25,14,0,0,2,370,2.97,60,6,32935.89
Orkun Kokcu,TUR,MF,0.0,1.0,172.0,1,0,3,0,2,1,0,0.56,0x,2,85,60,71,6,0,2,4,25,0,0,0,7,37,9,2,4,0,0,0,0,,,,105,20,48,37,73,32,2,23,41,204,6.6,207,67,19220.02
Orlando Gill,PAR,GK,0.0,0.0,554.0,0,0,0,0,0,0,0,0.0,0x,0,159,68,43,0,0,0,10,0,1,100,0,1,0,0,0,3,0,0,0,0,28.0,141.0,124.0,16,0,0,16,12,4,0,0,7,238,3.4,49,5,31439.42
Orlando Mosquera,PAN,GK,0.0,0.0,303.0,0,0,0,0,0,0,0,0.0,0x,0,103,74,72,0,0,0,2,0,2,100,0,0,0,0,0,0,0,0,0,0,9.0,48.0,42.0,27,0,0,27,20,7,0,0,2,185,2.98,31,11,15112.23
Oscar Bobb,NOR,MF,0.0,0.0,279.0,0,3,4,0,4,0,0,0.62,0x,0,111,102,92,2,0,6,5,20,0,0,0,12,113,17,1,4,0,0,0,0,,,,130,31,89,10,54,76,5,73,64,264,6.43,334,136,29207.95
Oston Urunov,UZB,MF,0.0,0.0,75.0,0,0,0,0,0,0,0,0.0,0x,0,10,8,80,0,0,1,2,50,0,0,0,4,41,1,0,0,0,0,0,0,,,,25,16,7,2,15,10,0,9,8,27,4.52,92,35,8454.44
Oswin Appollis,RSA,FW,0.0,0.0,287.0,0,1,4,0,0,4,0,0.15,0x,7,99,82,83,7,14,5,3,33,1,100,0,12,115,9,1,2,0,0,0,0,,,,209,85,102,22,102,107,2,46,83,231,6.39,405,182,30714.27
Otabek Shukurov,UZB,MF,0.0,0.0,268.0,0,0,2,0,0,2,0,0.08,0x,0,117,103,88,1,0,2,3,33,3,100,0,5,96,12,2,5,0,0,0,0,,,,115,2,59,54,80,35,0,8,56,252,6.72,378,85,29888.17
Oumar Diakite,CIV,FW,0.0,0.0,40.0,0,0,0,0,0,0,0,0.0,0x,0,19,17,89,1,0,3,3,33,0,0,0,3,11,1,0,0,0,0,0,0,,,,9,3,5,1,5,4,2,12,14,46,3.24,46,22,4173.12
Ousmane Dembele,FRA,FW,5.0,2.0,595.0,2,8,18,28,11,7,1,1.6,3.13x,17,268,214,80,35,17,9,26,62,6,83,0,27,238,13,0,3,0,0,0,2,,,,181,62,81,38,71,110,11,157,145,668,6.27,750,248,62299.01
Ousmane Diomande,CIV,DF,0.0,0.0,100.0,0,0,0,0,0,0,0,0.0,0x,0,74,72,97,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,,,,9,0,0,9,2,7,0,0,1,148,1.35,75,24,8979.4
Oussama Benbot,ALG,GK,0.0,0.0,100.0,0,0,0,0,0,0,0,0.0,0x,0,25,18,72,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,14.0,13.0,1,0,0,1,1,0,0,0,0,40,0.71,6,0,4787.6
Owen Goodman,CAN,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Ozan Kabak,TUR,DF,0.0,0.0,104.0,0,0,0,0,0,0,0,0.0,0x,0,36,26,72,0,0,2,2,0,0,0,0,3,10,7,3,0,0,0,0,0,,,,16,0,4,12,9,7,0,2,11,73,1.98,100,33,10366.33
Paik Seungho,KOR,MF,0.0,0.0,216.0,0,0,0,0,0,0,0,0.0,0x,0,152,135,89,1,0,0,7,43,1,100,0,2,31,5,1,2,1,0,0,0,,,,134,4,43,87,92,42,1,10,67,317,6.66,269,63,23909.61
Pape Gueye,SEN,MF,2.0,1.0,257.0,1,3,8,25,1,7,0,0.37,5.4x,0,161,138,86,3,33,1,13,54,5,100,0,7,51,10,4,2,1,0,0,0,,,,107,13,51,43,79,28,2,16,99,369,6.87,356,114,29411.07
Pape Matar Sarr,SEN,MF,0.0,0.0,94.0,0,0,4,0,0,4,0,0.23,0x,0,48,43,90,1,0,0,2,50,0,0,0,3,25,3,1,0,0,0,0,0,,,,36,6,12,18,24,12,1,4,13,106,3.29,157,44,10328.88
Parfait Guiagon,CIV,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Park Jinseob,KOR,DF,0.0,0.0,44.0,0,1,1,0,1,0,1,0.24,0x,0,52,49,94,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,,,,8,2,2,4,4,4,1,1,6,108,4.68,64,13,4973.55
Pascal Gross,GER,MF,0.0,0.0,24.0,0,0,1,0,0,1,0,0.04,0x,0,14,14,100,1,0,0,1,100,0,0,0,1,15,1,1,0,0,0,0,0,,,,9,4,4,1,4,5,0,6,9,34,1.99,58,15,3218.51
Pathe Ciss,SEN,MF,0.0,0.0,232.0,0,1,2,0,1,1,1,0.2,0x,0,139,128,92,0,0,0,0,0,8,75,0,3,11,5,1,0,0,0,0,0,,,,31,0,5,26,24,7,0,2,17,298,6.06,190,63,21513.7
Patrick Beach,AUS,GK,0.0,0.0,435.0,0,0,0,0,0,0,0,0.0,0x,0,122,79,65,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,91.0,76.0,16,0,0,16,8,8,0,0,1,208,2.62,23,5,19047.75
Patrick Berg,NOR,MF,0.0,2.0,519.0,2,0,3,0,0,3,0,0.29,0x,10,174,161,93,13,38,5,1,0,2,100,0,21,168,27,4,2,1,0,0,0,,,,178,35,79,64,123,55,1,39,83,386,6.93,797,263,59224.02
Patrick Pentz,AUT,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Wimmer,AUT,FW,0.0,0.0,39.0,0,0,1,0,1,0,1,0.12,0x,0,13,7,54,0,0,0,2,100,0,0,0,4,15,6,3,1,0,0,0,0,,,,17,10,6,1,4,13,0,11,14,32,3.34,54,23,4379.3
Patrik Schick,CZE,FW,0.0,0.0,199.0,0,1,2,0,2,0,2,0.27,0x,0,28,24,86,0,0,1,3,33,0,0,0,7,74,4,1,3,0,0,0,0,,,,44,23,21,0,34,10,0,27,32,75,6.81,251,76,22836.75
Pau Cubarsi,ESP,DF,0.0,0.0,717.0,0,1,3,0,1,2,1,0.27,0x,0,566,547,97,1,0,0,6,67,1,100,0,11,28,11,4,2,1,0,0,0,,,,131,0,0,131,71,60,0,3,63,1198,6.1,698,230,72869.34
Paul Izzo,AUS,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Paul Okon Engstler,AUS,MF,0.0,1.0,214.0,1,0,0,0,0,0,0,0.0,0x,1,89,77,87,1,100,1,6,83,2,100,0,9,78,5,3,2,0,0,0,0,,,,52,1,26,25,34,18,0,6,41,204,7.39,365,108,25987.7
Paul Wanner,AUT,MF,0.0,0.0,270.0,0,0,1,0,1,0,1,0.08,0x,0,80,68,85,1,0,3,4,75,1,100,0,18,146,20,4,1,0,0,0,0,,,,100,31,40,29,76,24,3,23,63,191,6.64,392,115,30227.02
Pavel Sulc,CZE,FW,0.0,0.0,209.0,0,0,2,0,0,2,0,0.03,0x,0,51,39,76,1,100,2,3,0,0,0,0,6,104,12,2,1,0,0,0,1,,,,100,39,59,2,55,45,4,36,47,129,6.65,338,102,22856.82
Payam Niazmand,IRN,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Pedri,ESP,MF,0.0,0.0,490.0,0,1,4,0,1,3,0,0.37,0x,8,410,364,89,14,36,2,14,71,2,100,0,48,224,33,3,5,1,0,0,1,,,,330,42,131,157,249,81,5,58,150,900,7.37,847,254,59490.08
Pedro Miguel,QAT,DF,0.0,0.0,310.0,0,1,3,0,2,1,0,0.23,0x,0,78,59,76,2,50,2,7,29,2,100,0,6,36,8,1,7,0,0,0,0,,,,26,8,4,14,13,13,3,3,29,172,5.13,229,76,26501.54
Pedro Neto,POR,FW,0.0,1.0,381.0,1,0,1,0,0,1,0,0.0,0x,0,155,137,88,13,23,7,11,73,2,50,0,9,86,8,4,3,0,0,0,0,,,,183,83,81,19,49,134,8,79,83,374,5.93,368,208,37581.23
Pedro Porro,ESP,DF,2.0,0.0,499.0,0,3,7,29,4,3,1,1.1,1.82x,0,305,274,90,16,31,3,12,33,7,100,0,22,64,16,7,6,0,0,0,0,,,,154,47,66,41,38,116,8,62,110,660,4.29,517,240,50034.98
Pedro Vite,ECU,MF,0.0,1.0,407.0,1,1,4,0,1,3,0,0.23,0x,2,297,269,91,7,43,1,9,56,2,100,0,34,119,29,2,5,0,0,0,0,,,,261,11,108,142,153,108,1,27,83,640,6.38,648,177,43374.6
Pervis Estupinan,ECU,DF,0.0,0.0,100.0,0,0,0,0,0,0,0,0.0,0x,0,61,55,90,3,0,0,3,0,0,0,0,2,25,3,3,0,0,0,0,0,,,,48,24,13,11,22,26,3,23,19,130,3.31,144,70,11017.23
Petar Musa,CRO,FW,1.0,0.0,119.0,0,1,1,100,1,0,0,0.34,2.91x,0,11,7,64,0,0,1,3,33,0,0,0,9,76,11,1,1,0,0,0,0,,,,43,33,9,1,38,5,0,10,13,29,3.35,160,61,13217.92
Petar Sucic,CRO,MF,1.0,1.0,338.0,1,2,3,33,1,2,0,0.14,7.07x,0,127,110,87,6,17,2,5,20,1,100,0,11,152,25,7,6,1,0,0,1,,,,164,44,73,47,98,66,6,43,62,294,7.0,548,158,39444.7
Philipp Lienhart,AUT,DF,0.0,0.0,207.0,0,0,1,0,1,0,0,0.1,0x,0,140,128,91,0,0,0,3,67,1,100,0,1,11,4,0,0,0,0,0,0,,,,21,0,1,20,10,11,0,1,18,295,3.03,212,58,20886.37
Phillip Mwene,AUT,DF,0.0,0.0,160.0,0,0,1,0,1,0,0,0.0,0x,0,64,56,88,6,0,0,2,50,0,0,0,3,32,8,1,1,0,0,0,0,,,,33,10,13,10,5,28,8,21,16,149,3.4,189,76,17929.88
Pico Lopes,CPV,DF,0.0,0.0,445.0,0,0,2,0,2,0,2,0.29,0x,0,182,153,84,0,0,0,7,14,5,60,0,6,36,9,0,3,0,0,0,0,,,,66,2,6,58,24,42,0,3,38,384,5.66,366,99,41751.06
Piero Hincapie,ECU,DF,0.0,0.0,376.0,0,0,3,0,3,0,3,0.4,0x,1,189,160,85,15,13,2,13,31,0,0,0,11,80,29,5,4,1,1,0,0,,,,111,39,35,37,30,81,7,33,57,419,6.35,420,192,39830.97
Prince Adu,GHA,FW,0.0,0.0,62.0,0,0,1,0,1,0,0,0.25,0x,0,5,4,80,0,0,0,0,0,0,0,0,0,25,4,4,0,0,0,0,0,,,,17,10,7,0,12,5,1,8,9,17,4.51,70,31,6266.52
Promise David,CAN,FW,1.0,1.0,105.0,1,3,5,20,3,2,1,0.75,1.34x,0,16,8,50,0,0,0,1,0,1,100,0,6,23,1,4,2,0,0,0,0,,,,22,15,7,0,18,4,2,18,18,46,4.43,79,41,9794.61
Quinten Timber,NED,MF,0.0,0.0,68.0,0,0,0,0,0,0,0,0.0,0x,0,12,10,83,2,50,0,2,50,0,0,0,5,27,7,0,2,0,0,0,0,,,,19,7,6,6,8,11,1,5,14,32,3.41,96,29,7777.13
Raed Chikhaoui,TUN,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Rafael Leao,POR,FW,1.0,1.0,203.0,1,1,4,25,3,1,0,0.33,3.07x,3,82,71,87,8,50,12,8,63,2,50,0,5,35,4,1,2,0,0,0,0,,,,76,20,48,8,10,66,4,43,63,205,5.73,188,75,18513.49
Rafik Belghali,ALG,DF,1.0,0.0,362.0,0,1,3,33,2,1,0,0.28,3.6x,0,183,168,92,5,40,3,3,67,0,0,0,10,64,10,4,2,0,0,0,0,,,,97,54,27,16,42,55,7,31,83,406,6.27,480,170,38083.65
Rajaei Ayed,JOR,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Ramin Rezaeian,IRN,DF,2.0,1.0,309.0,1,2,4,50,4,0,0,0.97,2.06x,7,98,68,69,17,29,1,12,50,0,0,0,9,82,10,2,3,0,0,0,1,,,,151,29,67,55,19,132,3,19,43,223,6.79,458,170,34994.84
Ramiz Zerrouki,ALG,MF,0.0,0.0,126.0,0,0,0,0,0,0,0,0.0,0x,0,105,97,92,0,0,0,2,100,5,100,0,4,23,5,4,0,1,0,0,0,,,,56,8,12,36,39,17,1,4,37,226,5.59,201,54,15442.6
Ramon Sosa,PAR,MF,0.0,0.0,19.0,0,0,0,0,0,0,0,0.0,0x,0,3,3,100,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,,,,5,1,3,1,4,1,0,0,0,9,1.41,36,16,2289.64
Ramy Bensebaini,ALG,DF,0.0,0.0,403.0,0,0,2,0,1,1,1,0.04,0x,0,385,359,93,0,0,1,8,38,1,100,0,7,36,11,1,5,0,0,0,0,,,,76,1,1,74,37,39,0,1,69,814,5.3,301,122,35700.14
Ramy Rabia,EGY,DF,0.0,0.0,431.0,0,1,1,0,1,0,1,0.1,0x,0,244,224,92,0,0,0,2,50,8,50,0,12,31,11,3,2,0,0,0,0,,,,85,4,4,77,48,37,1,1,23,525,5.82,435,128,40932.16
Rani Khedira,TUN,MF,0.0,0.0,162.0,0,0,1,0,0,1,0,0.06,0x,0,30,25,83,1,0,0,2,50,0,0,0,6,49,10,3,0,1,0,0,0,,,,35,11,17,7,31,4,1,5,19,74,7.49,218,49,18577.38
Raphinha,BRA,FW,0.0,0.0,143.0,0,2,3,0,1,2,0,0.34,0x,7,44,30,68,10,30,2,4,25,0,0,0,10,59,7,1,2,0,0,0,2,,,,86,39,41,6,40,46,5,28,37,120,2.6,189,108,15809.52
Raul Jimenez,MEX,FW,3.0,0.0,348.0,0,7,18,17,13,5,7,3.0,1x,0,66,48,73,1,0,1,8,63,0,0,0,27,87,10,7,2,0,0,0,2,,,,149,73,72,4,107,42,6,75,74,190,4.43,295,141,32083.35
Raul Rangel,MEX,GK,0.0,0.0,494.0,0,0,0,0,0,0,0,0.0,0x,0,155,120,77,0,0,0,4,0,1,100,0,0,0,0,1,0,0,0,0,0,8.0,57.0,46.0,62,1,0,61,42,20,0,0,7,317,3.14,71,12,25833.63
Rayan,BRA,FW,0.0,1.0,327.0,1,2,5,0,3,2,1,0.76,0x,1,99,93,94,10,20,5,5,100,1,100,0,15,112,10,5,4,0,0,0,1,,,,54,33,19,2,23,31,7,75,76,245,4.95,395,135,33427.25
Rayan Ait Nouri,ALG,DF,0.0,0.0,315.0,0,0,1,0,1,0,0,0.02,0x,0,211,190,90,9,0,12,7,57,0,0,0,12,70,25,6,4,0,0,0,0,,,,129,42,52,35,39,90,4,51,83,451,5.89,355,157,32073.2
Rayan Cherki,FRA,MF,0.0,0.0,119.0,0,0,0,0,0,0,0,0.0,0x,1,76,64,84,2,0,1,7,43,1,100,0,10,76,10,2,1,0,0,0,0,,,,47,5,30,12,34,13,2,21,45,166,6.49,230,83,15003.77
Rayan Elloumi,TUN,FW,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Rebin Sulaka,IRQ,DF,0.0,0.0,41.0,0,0,1,0,1,0,0,0.07,0x,0,29,23,79,0,0,0,0,0,3,33,0,2,1,1,1,0,0,1,0,0,,,,7,0,0,7,2,5,0,1,4,65,3.63,41,15,4423.46
Redouane Halhal,MAR,DF,0.0,0.0,208.0,0,0,0,0,0,0,0,0.0,0x,0,119,113,95,0,0,0,0,0,1,100,0,4,12,9,3,5,1,0,0,1,,,,13,0,0,13,1,12,0,0,37,260,1.86,154,62,19377.5
Reece James,ENG,DF,0.0,0.0,352.0,0,0,1,0,0,1,0,0.04,0x,0,184,169,92,11,27,2,8,38,3,33,0,5,46,18,2,0,0,0,0,0,,,,139,21,44,74,57,82,3,17,28,325,2.99,239,96,26574.9
Relebohile Mofokeng,RSA,FW,0.0,0.0,184.0,0,1,3,0,0,3,0,0.12,0x,1,54,44,81,2,0,0,6,50,2,100,0,18,107,13,3,2,0,0,0,0,,,,56,18,34,4,37,19,3,34,22,130,5.73,341,100,23444.92
Remo Freuler,SUI,MF,0.0,0.0,654.0,0,1,2,0,1,1,0,0.07,0x,0,324,299,92,5,20,0,7,71,2,0,0,27,193,31,8,3,0,0,0,1,,,,328,43,138,147,228,100,3,34,105,694,6.79,1001,213,73750.57
Renato Veiga,POR,DF,0.0,0.0,518.0,0,0,2,0,2,0,2,0.28,0x,0,336,320,95,0,0,1,4,50,1,100,0,9,45,11,5,3,2,0,0,0,,,,45,2,0,43,15,30,0,3,34,713,5.77,498,145,49867.82
Ricardo Ade,HAI,DF,0.0,0.0,306.0,0,1,4,0,2,2,2,0.17,0x,0,136,121,89,0,0,0,5,40,1,100,0,3,24,5,6,4,0,0,0,0,,,,13,1,0,12,10,3,0,2,22,293,5.64,310,95,28826.94
Ricardo Goss,RSA,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Ricardo Pepi,USA,FW,0.0,0.0,247.0,0,0,5,0,5,0,2,0.38,0x,0,38,33,87,1,0,4,1,100,0,0,0,18,84,15,5,2,0,0,0,2,,,,129,69,53,7,104,25,2,40,42,103,7.21,366,148,27870.91
Ricardo Rodriguez,SUI,DF,0.0,1.0,567.0,1,0,1,0,0,1,0,0.02,0x,4,295,243,82,17,18,1,24,33,4,50,0,24,60,16,11,2,0,0,0,0,,,,108,42,39,27,18,90,4,44,82,603,5.83,541,200,55242.44
Richard Rios,COL,MF,0.0,0.0,175.0,0,1,5,0,2,3,1,0.37,0x,0,56,47,84,2,0,3,1,100,1,100,0,4,55,24,10,4,1,0,0,0,,,,64,17,31,16,38,26,2,14,20,130,6.79,290,111,19796.25
Richie Laryea,CAN,DF,0.0,0.0,475.0,0,1,2,0,1,1,0,0.34,0x,0,202,167,83,4,25,2,15,60,1,100,0,22,79,28,8,13,1,0,0,1,,,,110,42,39,29,48,62,6,28,76,428,5.81,464,231,46053.79
Riechedly Bazoer,CUW,DF,0.0,0.0,100.0,0,0,0,0,0,0,0,0.0,0x,0,36,31,86,0,0,0,0,0,1,100,0,1,11,3,2,0,0,0,0,0,,,,18,0,3,15,9,9,0,1,4,71,1.69,60,15,8506.82
Ritsu Doan,JPN,MF,0.0,1.0,295.0,1,0,1,0,0,1,0,0.02,0x,1,105,89,85,5,0,1,5,80,0,0,0,9,114,19,6,5,0,0,0,0,,,,97,42,41,14,45,52,2,44,65,222,6.63,346,152,32576.29
Riyad Mahrez,ALG,FW,2.0,1.0,288.0,1,3,6,33,4,2,0,1.49,1.34x,5,147,127,86,9,33,0,9,67,6,100,0,22,102,13,1,7,0,0,0,1,,,,161,83,59,19,62,99,4,51,73,325,6.48,382,130,31107.72
Roberto Alvarado,MEX,FW,0.0,3.0,476.0,3,0,5,0,2,3,0,0.28,0x,14,201,163,81,34,32,7,17,47,1,100,0,6,75,13,3,5,0,0,0,1,,,,198,57,100,41,74,124,3,82,102,477,6.34,567,185,50296.79
Robin Hranac,CZE,DF,0.0,0.0,301.0,0,0,0,0,0,0,0,0.0,0x,0,116,104,90,1,0,0,2,0,0,0,0,15,37,15,6,0,0,0,0,0,,,,11,2,1,8,6,5,0,1,13,249,5.86,311,94,29418.45
Robin Risser,FRA,GK,,,,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Robin Roefs,NED,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Roderick Miller,PAN,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Rodri,ESP,MF,0.0,0.0,708.0,0,0,6,0,2,4,1,0.2,0x,0,694,648,93,3,0,1,16,94,5,80,0,40,100,34,9,6,0,0,0,1,,,,389,5,115,269,277,112,2,39,232,1459,7.09,1133,278,83802.33
Rodrigo Aguirre,URU,FW,0.0,0.0,8.0,0,0,0,0,0,0,0,0.0,0x,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,1,0,1,1,0,1,1,2,2.15,12,4,898.68
Rodrigo Bentancur,URU,MF,0.0,0.0,313.0,0,0,4,0,3,1,3,0.32,0x,0,174,157,90,3,0,4,2,50,0,0,0,9,82,15,7,5,1,0,0,0,,,,140,23,57,60,111,29,1,24,82,396,6.44,352,145,33644.76
Rodrigo De Paul,ARG,MF,0.0,1.0,466.0,1,1,2,0,0,2,0,0.06,0x,1,298,274,92,12,42,2,9,67,1,100,0,7,130,16,2,4,0,0,0,1,,,,284,29,144,111,118,166,3,34,89,590,4.97,430,219,43341.18
Rodrigo Zalazar,URU,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Roger Ibanez,BRA,DF,0.0,0.0,49.0,0,0,0,0,0,0,0,0.0,0x,0,22,22,100,0,0,2,1,100,0,0,0,0,10,1,2,1,1,0,0,0,,,,6,4,2,0,3,3,0,2,3,42,1.24,65,30,5075.62
Romano Schmid,AUT,MF,1.0,0.0,283.0,0,1,2,50,0,2,0,0.12,8.48x,0,91,65,71,4,50,1,5,40,1,100,0,14,142,18,3,4,0,0,0,0,,,,131,45,71,15,81,50,6,46,76,220,6.71,439,161,31408.46
Romelu Lukaku,BEL,FW,3.0,1.0,279.0,1,3,6,50,6,0,2,0.77,3.91x,0,42,32,76,0,0,1,3,67,0,0,0,5,56,1,2,0,1,0,0,1,,,,129,85,41,3,107,22,1,53,43,110,5.47,227,79,23691.79
Ronald Araujo,URU,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
